name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Honduras,0.00012096774193548387,0.00021568627450980392,0.0003238095238095238,0.000462962962962963,0.0006126126126126127,0.0007530647985989492,0.000868824531516184,0.000978441127694859,0.0010339256865912762,0.0010691823899371068,0.0010736196319018406,0.0010463378176382662,0.0009912536443148687,0.0009246088193456615,0.0008055555555555556,0.0006919945725915876,0.000610079575596817,0.0005447470817120623,0.0004701397712833545,0.0004228855721393035,0.0003663003663003663,0.00033532934131736525
Hungary,3.365384615384615e-05,3.365384615384615e-05,3.365384615384615e-05,3.365384615384615e-05,3.365384615384615e-05,3.3980582524271844e-05,3.3980582524271844e-05,3.3980582524271844e-05,3.3980582524271844e-05,3.431372549019608e-05,3.431372549019608e-05,3.431372549019608e-05,3.431372549019608e-05,3.465346534653465e-05,1.4851485148514851e-05,1.4851485148514851e-05,1.4851485148514851e-05,1.5e-05,1.5015015015015015e-05,1.5060240963855421e-05,1.5105740181268882e-05,6.060606060606061e-06
Iceland,0.00023529411764705883,0.00023255813953488373,0.00023076923076923076,0.00022813688212927757,0.00022641509433962264,0.00022388059701492538,0.00022222222222222223,0.00021978021978021978,0.00021818181818181818,0.0002158273381294964,0.00021428571428571427,0.00021201413427561838,0.0002105263157894737,0.00020833333333333335,0.0002061855670103093,0.00020338983050847457,0.0002,0.00019672131147540983,0.00019292604501607716,0.00018987341772151899,0.0001875,0.00018575851393188853
India,6.091954022988506e-06,9.00900900900901e-06,1.324503311258278e-05,1.948051948051948e-05,2.7600849256900213e-05,3.8541666666666664e-05,5.209397344228805e-05,6.720160481444333e-05,8.333333333333333e-05,9.70873786407767e-05,0.00011428571428571428,0.0001308411214953271,0.00014678899082568806,0.00016216216216216215,0.00016814159292035397,0.00017543859649122806,0.00017241379310344826,0.00016101694915254236,0.00015833333333333332,0.00014049586776859505,,
Indonesia,3.3149171270718233e-07,3.243243243243243e-07,3.1914893617021275e-07,3.1413612565445027e-07,3.0927835051546394e-07,3.045685279187817e-07,3e-07,2.955665024630542e-07,2.912621359223301e-07,2.8708133971291866e-07,2.830188679245283e-07,6.976744186046511e-07,1.6055045871559633e-06,2.7149321266968327e-06,5.357142857142857e-06,9.691629955947137e-06,1.4347826086956522e-05,2.1030042918454937e-05,3.0084745762711864e-05,3.933054393305439e-05,4.938271604938271e-05,6.097560975609756e-05
Iran,2.669039145907473e-06,2.613240418118467e-06,6.003430531732418e-06,5.932203389830508e-06,5.862646566164154e-06,5.775577557755775e-06,9.74025974025974e-06,9.569377990430622e-06,2.0344287949921754e-05,2.9185867895545314e-05,3.7821482602118e-05,4.769001490312966e-05,5.735294117647059e-05,6.686046511627908e-05,7.471264367816091e-05,8.238636363636364e-05,8.988764044943821e-05,9.583333333333334e-05,0.00010027472527472527,0.0001044776119402985,0.00010723860589812332,0.00010993377483443708
Iraq,,,,,,,,,,,,,,,,,,,,,,
Ireland,1.680672268907563e-05,1.675977653631285e-05,1.671309192200557e-05,1.6620498614958448e-05,1.652892561983471e-05,1.643835616438356e-05,1.6304347826086955e-05,1.6172506738544474e-05,1.6e-05,1.5789473684210526e-05,1.5584415584415583e-05,1.5345268542199487e-05,1.507537688442211e-05,1.4814814814814815e-05,1.4527845036319612e-05,1.4251781472684086e-05,1.3953488372093024e-05,1.3636363636363637e-05,1.3363028953229399e-05,1.3129102844638949e-05,1.2958963282937364e-05,1.2875536480686696e-05
Israel,1.3333333333333333e-05,1.293103448275862e-05,1.2474012474012474e-05,1.2024048096192385e-05,1.160541586073501e-05,1.1257035647279549e-05,1.092896174863388e-05,1.0657193605683837e-05,1.0398613518197574e-05,1.0186757215619695e-05,9.983361064891846e-06,9.787928221859706e-06,9.615384615384616e-06,9.448818897637795e-06,9.273570324574962e-06,9.090909090909091e-06,8.875739644970414e-06,8.670520231213873e-06,8.450704225352112e-06,8.253094910591471e-06,8.075370121130552e-06,7.926023778071334e-06
Italy,2.8021015761821368e-05,4.3706293706293706e-05,6.293706293706293e-05,8.041958041958042e-05,9.773123909249564e-05,0.00011343804537521814,7.342657342657342e-05,4.020979020979021e-05,2.6223776223776224e-05,1.048951048951049e-05,1.0471204188481675e-05,1.0434782608695653e-05,1.0380622837370241e-05,1.0327022375215146e-05,1.0256410256410256e-05,1.0204081632653061e-05,1.015228426395939e-05,1.0118043844856662e-05,1.0084033613445378e-05,1.0067114093959732e-05,1.0050251256281408e-05,1.0033444816053512e-05
Jamaica,0.00014462809917355373,0.00014344262295081967,0.00024291497975708503,0.00024096385542168674,0.00043824701195219125,0.0005511811023622047,0.000703125,0.0008108108108108108,0.0009195402298850574,0.0010266159695817491,0.0010902255639097743,0.0011567164179104477,0.0011851851851851852,0.0012177121771217712,0.0012087912087912088,0.0011678832116788322,0.0010144927536231885,0.0009352517985611511,0.0008602150537634409,0.00075,0.0006382978723404255,0.0005653710247349824
Japan,2.8e-06,2.8e-06,2.8e-06,2.777777777777778e-06,2.777777777777778e-06,4.7619047619047615e-06,2.755905511811024e-06,2.755905511811024e-06,2.755905511811024e-06,1.1811023622047244e-06,1.171875e-06,1.171875e-06,1.171875e-06,1.171875e-06,1.171875e-06,1.171875e-06,1.171875e-06,1.1627906976744186e-06,1.1627906976744186e-06,1.1627906976744186e-06,1.1627906976744186e-06,1.1627906976744186e-06
Jordan,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,3.636363636363636e-06,3.636363636363636e-06,3.636363636363636e-06,3.6585365853658537e-06,3.7037037037037037e-06,3.75e-06,3.79746835443038e-06,3.846153846153846e-06,9.803921568627451e-06,2.3026315789473685e-05,2.317880794701987e-05,2.3333333333333332e-05,3.9735099337748346e-05,3.9473684210526316e-05,3.896103896103896e-05,3.870967741935484e-05,3.821656050955414e-05,6.329113924050633e-05,6.875e-05,6.790123456790123e-05,7.317073170731707e-05,7.228915662650602e-05
Kenya,0.00042735042735042735,0.0006611570247933885,0.00096,0.001317829457364341,0.0017358490566037736,0.002197802197802198,0.002633451957295374,0.003,0.003355704697986577,0.003594771241830065,0.0038095238095238095,0.0037151702786377707,0.00391566265060241,0.003812316715542522,0.003703703703703704,0.0033333333333333335,0.0029649595687331535,0.0025984251968503938,0.0023273657289002558,0.001990049751243781,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,1.3729977116704805e-05,1.3574660633484164e-05,1.348314606741573e-05,1.3392857142857142e-05,1.3274336283185841e-05,1.3129102844638949e-05,1.2958963282937364e-05,1.2738853503184714e-05,1.2526096033402923e-05,1.2345679012345678e-05,1.2195121951219513e-05,1.2096774193548387e-05,1.2024048096192385e-05,1.1976047904191617e-05,1.1904761904761905e-05,1.1811023622047245e-05,1.1695906432748539e-05,2.8901734104046242e-05,2.8517110266159696e-05,6.554307116104868e-05,6.457564575645757e-05,6.352087114337569e-05
Lao,1.4084507042253522e-05,1.3698630136986302e-05,1.3333333333333333e-05,1.2987012987012988e-05,1.2658227848101267e-05,1.2371134020618556e-05,1.2096774193548387e-05,1.1857707509881423e-05,1.1650485436893204e-05,1.1450381679389312e-05,1.1257035647279549e-05,2.7726432532347505e-05,2.7272727272727273e-05,6.272401433691756e-05,6.183745583038869e-05,6.0869565217391306e-05,5.982905982905983e-05,5.882352941176471e-05,5.785123966942149e-05,5.6910569105691056e-05,5.6e-05,5.529225908372828e-05
Latvia,2.255639097744361e-05,2.2641509433962265e-05,2.2900763358778624e-05,2.325581395348837e-05,2.362204724409449e-05,2.3904382470119523e-05,2.4193548387096773e-05,2.448979591836735e-05,2.4691358024691357e-05,2.4896265560165977e-05,6.302521008403361e-05,6.35593220338983e-05,6.437768240343348e-05,0.00015151515151515152,0.00015350877192982457,0.00015555555555555556,0.0001569506726457399,0.0001590909090909091,0.00016129032258064516,0.0001627906976744186,0.0002830188679245283,0.00028708133971291867
Lebanon,2.2222222222222223e-05,2.1818181818181818e-05,2.1276595744680852e-05,2.0689655172413793e-05,2.0202020202020203e-05,1.9801980198019803e-05,1.9543973941368078e-05,1.941747572815534e-05,1.9292604501607717e-05,1.89873417721519e-05,1.8518518518518518e-05,1.785714285714286e-05,1.7045454545454546e-05,1.6216216216216215e-05,1.5544041450777204e-05,3.759398496240601e-05,3.694581280788177e-05,3.6674816625916874e-05,3.649635036496351e-05,3.5885167464114834e-05,3.456221198156682e-05,3.2679738562091506e-05
Lesotho,3.75e-05,7.361963190184049e-05,0.00017964071856287425,0.00035294117647058826,0.0008092485549132948,0.0014204545454545455,0.0022346368715083797,0.0032596685082872928,0.004426229508196721,0.005405405405405406,0.006417112299465241,0.007407407407407408,0.008421052631578947,0.009375,0.009844559585492229,0.009743589743589744,0.009137055837563452,0.00808080808080808,0.007,0.006930693069306931,,
Liberia,2.857142857142857e-05,2.912621359223301e-05,5.9405940594059404e-05,0.00015,0.00029850746268656717,0.0002898550724637681,0.0006392694063926941,0.0008050847457627119,0.000980392156862745,0.0011355311355311355,0.0012152777777777778,0.0013043478260869566,0.0013398692810457516,0.001346153846153846,0.0013522012578616352,0.0013190184049079756,0.001242603550295858,0.0011396011396011395,0.0010655737704918034,0.0009448818897637795,,
Libya,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,
Lithuania,1.6216216216216215e-05,1.6216216216216215e-05,1.6260162601626015e-05,1.6348773841961854e-05,1.643835616438356e-05,1.652892561983471e-05,1.6666666666666667e-05,1.675977653631285e-05,1.685393258426966e-05,1.6997167138810198e-05,1.7142857142857142e-05,1.729106628242075e-05,1.7441860465116278e-05,1.7595307917888564e-05,1.7751479289940828e-05,1.7964071856287426e-05,1.8181818181818182e-05,1.8404907975460123e-05,1.869158878504673e-05,1.892744479495268e-05,1.923076923076923e-05,1.948051948051948e-05
Luxembourg,0.00015706806282722512,0.000155440414507772,0.00015345268542199487,0.00015113350125944583,0.00014925373134328358,0.00014705882352941175,0.00014492753623188405,0.00014285714285714287,0.00014084507042253522,0.00013921113689095127,0.00013761467889908258,0.00013636363636363637,0.00013513513513513514,0.00013422818791946307,0.00013274336283185842,0.00013100436681222707,0.00012875536480686696,0.0001263157894736842,0.00012371134020618558,0.00012096774193548387,0.00011811023622047244,0.00011538461538461538
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,
Madagascar,5.172413793103448e-05,8.403361344537815e-05,8.130081300813008e-05,7.874015748031496e-05,7.633587786259542e-05,8.148148148148148e-05,7.913669064748202e-05,7.692307692307693e-05,8.108108108108108e-05,7.843137254901961e-05,8.227848101265823e-05,7.975460122699386e-05,8.333333333333333e-05,8.092485549132948e-05,8.426966292134831e-05,8.19672131147541e-05,8.465608465608466e-05,8.247422680412371e-05,8.5e-05,8.25242718446602e-05,,
Malawi,0.0014830508474576272,0.0018672199170124482,0.0022610483042137717,0.0027663934426229507,0.003163265306122449,0.003632694248234107,0.0040594059405940595,0.004326923076923077,0.004672897196261682,0.005,0.005175438596491228,0.005384615384615384,0.005583333333333333,0.005772357723577236,0.005826771653543307,0.005923076923076923,0.005597014925373134,0.004927536231884058,0.004335664335664336,0.0037414965986394557,0.0032236842105263157,0.0028205128205128207
Malaysia,3.3333333333333333e-06,6.4864864864864866e-06,1.5789473684210526e-05,1.5384615384615384e-05,3e-05,5.3658536585365855e-05,7.142857142857143e-05,9.259259259259259e-05,0.00011312217194570136,0.00013215859030837003,0.00015086206896551725,0.00016455696202531645,0.0001818181818181818,0.00018218623481781377,0.00018253968253968255,0.0001906614785992218,0.00019923371647509577,0.00020300751879699248,0.0002066420664206642,0.00021014492753623187,,
Maldives,0.0002690582959641256,0.0002608695652173913,0.0002542372881355932,0.00024793388429752067,0.00024193548387096774,0.00023622047244094488,0.00023166023166023165,0.00022727272727272727,0.00022304832713754646,0.00021897810218978101,0.00021428571428571427,0.00020905923344947735,0.00020408163265306123,0.00019867549668874172,0.0001935483870967742,0.00018808777429467084,0.0001834862385321101,0.00017857142857142857,0.00017391304347826088,0.00016901408450704225,0.00016438356164383562,0.00016
Mali,3.5419126328217236e-05,6.936416184971098e-05,6.764374295377678e-05,0.00016465422612513722,0.0002459893048128342,0.0003333333333333333,0.0004158215010141988,0.00048514851485148515,0.000548076923076923,0.0005887850467289719,0.0006272727272727273,0.0006371681415929204,0.0006379310344827587,0.0006166666666666666,0.0005725806451612903,0.0004765625,0.00039393939393939396,0.00034306569343065695,0.0003333333333333333,0.00030136986301369865,,
Malta,0.00016483516483516484,0.00016304347826086958,0.00016172506738544473,0.00016042780748663101,0.00015915119363395225,0.00015789473684210527,0.00015625,0.0001550387596899225,0.00015345268542199487,0.00015228426395939087,0.00015113350125944583,0.00015037593984962405,0.00014962593516209475,0.0001488833746898263,0.00014814814814814815,0.00014742014742014743,0.0001466992665036675,0.00014634146341463414,0.00014563106796116506,0.00014492753623188405,0.00014423076923076924,0.00014354066985645933
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0.00017241379310344826,0.00016746411483253588,0.0001635514018691589,0.0001590909090909091,0.00015486725663716813,0.0001502145922746781,0.00014583333333333335,0.00024291497975708503,0.00023529411764705883,0.00022813688212927757,0.00022140221402214023,0.00021505376344086021,0.00020905923344947735,0.0002027027027027027,0.00019736842105263157,0.0003194888178913738,0.0003416149068322981,0.0003323262839879154,0.0003225806451612903,0.0003418803418803419,0.0003601108033240997,0.0004032258064516129
Mauritius,5.660377358490566e-05,5.607476635514019e-05,5.555555555555556e-05,5.4545454545454546e-05,5.4054054054054054e-05,5.3097345132743365e-05,5.2631578947368424e-05,5.217391304347826e-05,0.0001282051282051282,0.0001271186440677966,0.0002941176470588235,0.0002941176470588235,0.0002916666666666667,0.00028925619834710745,0.00028688524590163934,0.0004918032786885246,0.0004878048780487805,0.0004878048780487805,0.0004838709677419355,0.0004838709677419355,0.00048,0.00048
Mexico,5.620608899297424e-05,6.0849598163031e-05,6.531531531531531e-05,6.95364238410596e-05,7.258938244853738e-05,7.659574468085106e-05,7.941483803552769e-05,8.119218910585817e-05,7.591093117408907e-05,7.7e-05,7.745098039215686e-05,7.572815533980583e-05,7.307692307692307e-05,6.79245283018868e-05,6.261682242990654e-05,6.203703703703704e-05,6e-05,5.446428571428571e-05,4.912280701754386e-05,4.482758620689655e-05,4.2735042735042735e-05,4.11764705882353e-05
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,
Moldova,1.3761467889908258e-05,1.3729977116704805e-05,1.3698630136986302e-05,1.3729977116704805e-05,1.3761467889908258e-05,1.3824884792626728e-05,3.480278422273782e-05,3.504672897196262e-05,8.23529411764706e-05,8.293838862559241e-05,0.00014285714285714287,0.0001431980906921241,0.00014354066985645933,0.00014388489208633093,0.00023980815347721823,0.0002644230769230769,0.00026570048309178745,0.00026634382566585957,0.00026763990267639903,0.0002682926829268293,0.00024509803921568627,0.00024509803921568627
Monaco,,,,,,,,,,,,,,,,,,,,,,
Mongolia,2.7522935779816515e-05,2.7027027027027027e-05,2.6785714285714284e-05,2.6548672566371683e-05,2.6315789473684212e-05,2.608695652173913e-05,2.586206896551724e-05,2.564102564102564e-05,2.5423728813559322e-05,2.5210084033613446e-05,2.5e-05,2.4793388429752065e-05,2.4590163934426228e-05,2.4291497975708502e-05,2.4e-05,2.3715415019762845e-05,2.34375e-05,2.3166023166023165e-05,2.2813688212927758e-05,2.2471910112359552e-05,2.214022140221402e-05,2.173913043478261e-05
Montenegro,,,,,,,,,,,,,,,,,,,,,,
Morocco,4.819277108433735e-06,4.743083003952569e-06,1.1627906976744185e-05,1.1450381679389312e-05,1.1235955056179776e-05,1.107011070110701e-05,1.0909090909090909e-05,1.0791366906474821e-05,2.1276595744680852e-05,2.105263157894737e-05,2.0833333333333333e-05,2.0547945205479453e-05,2.033898305084746e-05,2.0134228187919465e-05,1.9867549668874173e-05,1.9672131147540985e-05,3.2362459546925564e-05,3.5256410256410254e-05,3.79746835443038e-05,3.75e-05,,
Mozambique,0.00016666666666666666,0.00023529411764705883,0.00031914893617021275,0.0004315068493150685,0.0005657894736842105,0.0006962025316455696,0.000925925925925926,0.0011377245508982037,0.0014035087719298245,0.0017045454545454545,0.001988950276243094,0.002311827956989247,0.002617801047120419,0.0029441624365482235,0.0032019704433497538,0.0033971291866028708,0.003441860465116279,0.0033333333333333335,0.003201754385964912,0.003148936170212766,,
Myanmar,8.620689655172414e-06,8.495145631067961e-06,1.4388489208633093e-05,3.3175355450236966e-05,4.9180327868852456e-05,6.944444444444444e-05,8.904109589041096e-05,0.00011036036036036036,0.00013555555555555556,0.00016043956043956044,0.00018655097613882863,0.00021459227467811158,0.00025477707006369424,0.000273109243697479,0.00031185031185031187,0.00032989690721649484,0.00034836065573770494,0.00034552845528455285,0.00034343434343434346,0.00034136546184738954,0.0003386454183266932,0.00031620553359683795
Namibia,0.00024822695035460994,0.00040816326530612246,0.00039735099337748344,0.000641025641025641,0.0008695652173913044,0.0011445783132530121,0.0015204678362573099,0.0019886363636363634,0.0025414364640883977,0.0031182795698924733,0.003789473684210526,0.004455958549222798,0.00510204081632653,0.005527638190954774,0.005970149253731343,0.0064039408866995075,0.005825242718446602,0.004807692307692308,0.0038862559241706163,0.0030841121495327104,0.0026267281105990786,0.0023423423423423423
Nauru,,,,,,,,,,,,,,,,,,,,,,
Nepal,3.20855614973262e-05,3.125e-05,5.555555555555556e-05,6.896551724137931e-05,8.133971291866029e-05,9.345794392523364e-05,0.0001050228310502283,0.00012053571428571429,0.00013100436681222707,0.00014163090128755366,0.00015611814345991562,0.00016528925619834712,0.00017479674796747969,0.00018,0.00018972332015810276,0.00019140625,0.0001891891891891892,0.00018702290076335877,0.00018113207547169812,0.00017602996254681647,,
Netherlands,1e-05,9.933774834437086e-06,2.3026315789473685e-05,2.2875816993464052e-05,2.2727272727272726e-05,2.258064516129032e-05,3.846153846153846e-05,2.229299363057325e-05,2.229299363057325e-05,2.2151898734177217e-05,2.20125786163522e-05,9.375e-06,9.316770186335403e-06,9.259259259259259e-06,9.202453987730062e-06,9.146341463414634e-06,9.146341463414634e-06,9.090909090909091e-06,9.036144578313253e-06,9.036144578313253e-06,8.982035928143713e-06,8.982035928143713e-06
New Zealand,1.764705882352941e-05,1.7391304347826085e-05,1.7142857142857142e-05,1.685393258426966e-05,1.6574585635359117e-05,1.6348773841961854e-05,1.6129032258064517e-05,1.6e-05,1.5873015873015872e-05,1.5706806282722515e-05,1.5544041450777204e-05,1.5345268542199487e-05,1.5151515151515151e-05,1.4925373134328359e-05,1.4705882352941177e-05,1.4492753623188405e-05,1.431980906921241e-05,1.4184397163120568e-05,1.4018691588785047e-05,1.388888888888889e-05,1.3729977116704805e-05,1.3574660633484164e-05
Nicaragua,1.4492753623188405e-05,1.4150943396226415e-05,1.3856812933025404e-05,1.3544018058690746e-05,1.3274336283185841e-05,1.3015184381778742e-05,1.2765957446808511e-05,1.2526096033402923e-05,1.2320328542094455e-05,3.0303030303030302e-05,2.9821073558648113e-05,2.9411764705882354e-05,2.9013539651837524e-05,2.862595419847328e-05,2.824858757062147e-05,6.505576208178439e-05,6.422018348623854e-05,2.7173913043478262e-05,2.6833631484794274e-05,6.17283950617284e-05,6.097560975609756e-05,6.0240963855421684e-05
Niger,7.49063670411985e-05,7.255139056831923e-05,0.00011695906432748539,0.00013574660633484164,0.0001530054644808743,0.00016877637130801687,0.00018329938900203666,0.00020588235294117648,0.0002169811320754717,0.0002385321100917431,0.0002543859649122807,0.0002711864406779661,0.0002786885245901639,0.00029133858267716534,0.0003053435114503817,0.0003088235294117647,0.0003049645390070922,0.0002925170068027211,0.00028947368421052634,0.0002848101265822785,0.00024390243902439024,0.00023391812865497077
Nigeria,4.616998950682057e-05,7.778915046059366e-05,0.00012,0.00018446601941747573,0.0002666666666666667,0.00037037037037037035,0.00048648648648648646,0.0006228070175438597,0.0007844827586206897,0.0009243697478991597,0.0010655737704918034,0.0012,0.001317829457364341,0.0014393939393939393,0.0015555555555555555,0.0015107913669064749,0.0015384615384615385,0.0015068493150684932,0.0014666666666666667,0.0013636363636363637,0.0013207547169811322,0.0012883435582822086
North Korea,,,,,,,,,,,,,,,,,,,,,,
Norway,1.411764705882353e-05,1.405152224824356e-05,1.3986013986013986e-05,1.388888888888889e-05,1.3824884792626728e-05,1.3729977116704805e-05,1.366742596810934e-05,1.3574660633484164e-05,1.348314606741573e-05,1.3422818791946309e-05,1.3333333333333333e-05,1.3274336283185841e-05,1.3186813186813187e-05,1.3129102844638949e-05,1.3043478260869566e-05,1.2958963282937364e-05,1.284796573875803e-05,1.2711864406779661e-05,1.2578616352201259e-05,1.2422360248447205e-05,1.2269938650306748e-05,1.2121212121212122e-05
Oman,3.3149171270718233e-05,3.1746031746031745e-05,3.0303030303030302e-05,2.898550724637681e-05,2.7906976744186048e-05,2.7272727272727273e-05,2.6785714285714284e-05,2.6666666666666667e-05,2.6666666666666667e-05,2.6666666666666667e-05,2.643171806167401e-05,2.6200873362445416e-05,2.575107296137339e-05,2.510460251046025e-05,2.4590163934426228e-05,2.3904382470119523e-05,2.325581395348837e-05,2.255639097744361e-05,2.173913043478261e-05,2.0833333333333333e-05,,
Pakistan,5.555555555555555e-07,5.405405405405406e-07,1.0526315789473683e-06,1.0256410256410257e-06,2.5e-06,2.4390243902439023e-06,2.3809523809523808e-06,2.325581395348837e-06,4.5454545454545455e-06,4.444444444444444e-06,7.913669064748202e-06,9.859154929577465e-06,1.1724137931034483e-05,1.4864864864864865e-05,1.7880794701986755e-05,2.1428571428571428e-05,2.5477707006369428e-05,2.875e-05,3.170731707317073e-05,3.473053892215569e-05,,
Palau,,,,,,,,,,,,,,,,,,,,,,
Palestine,,,,,,,,,,,,,,,,,,,,,,
Panama,0.00014170040485829958,0.0001388888888888889,0.00023255813953488373,0.00022813688212927757,0.00037313432835820896,0.00043795620437956203,0.0005357142857142857,0.0005964912280701755,0.0006529209621993127,0.0007070707070707071,0.0006600660066006601,0.0006796116504854369,0.0006984126984126984,0.0006853582554517134,0.0006422018348623853,0.0006006006006006006,0.00056047197640118,0.0005217391304347826,0.0004829545454545455,0.0004189944134078212,0.00035714285714285714,0.00032345013477088946
Papua New Guinea,1.3921113689095128e-05,3.393665158371041e-05,7.709251101321586e-05,7.526881720430108e-05,7.337526205450733e-05,0.0001226993865030675,0.00011952191235059761,0.00011650485436893204,0.0001890359168241966,0.00022099447513812155,0.00025134649910233395,0.0002797202797202797,0.0002901023890784983,0.00031613976705490847,0.0003246753246753247,0.0003328050713153724,0.00032457496136012367,0.00030165912518853697,0.0002650957290132548,0.0002014388489208633,0.00016877637130801687,0.0001513067400275103
Paraguay,,,,,,,,,,,,,,,,,,,,,,
Peru,5.0458715596330276e-05,5.829596412556054e-05,7.488986784140969e-05,9.051724137931034e-05,0.00011016949152542372,0.00013333333333333334,0.00015983606557377049,0.00018548387096774192,0.00021031746031746032,0.00023046875,0.0002471042471042471,0.0002585551330798479,0.0002631578947368421,0.0002565055762081784,0.0002454212454212454,0.00024275362318840578,0.00022580645161290321,0.00020494699646643108,0.00017832167832167832,0.0001413793103448276,0.00011904761904761905,0.00010067114093959731
Philippines,9.693053311793215e-07,9.448818897637796e-07,9.216589861751153e-07,8.995502248875563e-07,8.797653958944281e-07,8.595988538681949e-07,8.403361344537815e-07,8.207934336525308e-07,8.032128514056225e-07,7.863695937090433e-07,7.692307692307693e-07,7.528230865746549e-07,7.371007371007371e-07,7.228915662650602e-07,1.4167650531286894e-06,1.3904982618771727e-06,1.366742596810934e-06,1.3437849944008958e-06,1.3215859030837004e-06,1.301518438177874e-06,,
Poland,3.9473684210526315e-06,3.937007874015748e-06,9.162303664921465e-06,9.138381201044387e-06,9.114583333333334e-06,9.090909090909091e-06,9.090909090909091e-06,9.090909090909091e-06,3.886010362694301e-06,3.886010362694301e-06,3.886010362694301e-06,3.896103896103896e-06,3.896103896103896e-06,3.90625e-06,3.90625e-06,3.90625e-06,3.91644908616188e-06,3.91644908616188e-06,3.91644908616188e-06,3.91644908616188e-06,3.91644908616188e-06,3.91644908616188e-06
Portugal,1.507537688442211e-05,1.5045135406218657e-05,1.5e-05,3.465346534653465e-05,3.465346534653465e-05,3.465346534653465e-05,5.882352941176471e-05,3.431372549019608e-05,3.3980582524271844e-05,3.3980582524271844e-05,3.365384615384615e-05,3.365384615384615e-05,3.365384615384615e-05,3.3333333333333335e-05,3.3333333333333335e-05,3.30188679245283e-05,3.30188679245283e-05,3.30188679245283e-05,3.2710280373831774e-05,3.2710280373831774e-05,3.2710280373831774e-05,3.30188679245283e-05
Qatar,0.00012605042016806722,0.00012320328542094456,0.00012096774193548387,0.00011952191235059761,0.00011834319526627219,0.00011695906432748539,0.00011494252873563218,0.00011214953271028037,0.00010909090909090909,0.00010544815465729349,0.00010135135135135135,9.724473257698541e-05,9.287925696594427e-05,8.708272859216256e-05,7.905138339920949e-05,6.936416184971098e-05,5.9405940594059404e-05,5.042016806722689e-05,4.3165467625899284e-05,3.7735849056603776e-05,,
Romania,2.553191489361702e-06,2.553191489361702e-06,2.564102564102564e-06,6.437768240343348e-06,6.493506493506494e-06,1.5217391304347826e-05,1.5350877192982457e-05,1.5486725663716813e-05,1.5555555555555555e-05,6.726457399103139e-06,6.787330316742082e-06,6.818181818181818e-06,6.849315068493151e-06,1.6129032258064517e-05,1.6203703703703704e-05,1.6355140186915887e-05,1.650943396226415e-05,1.6666666666666667e-05,2.8846153846153845e-05,2.912621359223301e-05,2.9411764705882354e-05,1.7241379310344828e-05
Russia,,,,,,,,,,,,,,,,,,,,,,
Rwanda,0.0019337016574585636,0.0019858156028368795,0.002238805970149254,0.002380952380952381,0.0026622296173044926,0.0026981450252951096,0.002777777777777778,0.0027607361963190185,0.0028328611898017,0.002766798418972332,0.00261519302615193,0.0025210084033613447,0.002459016393442623,0.0024193548387096775,0.002380952380952381,0.002224694104560623,0.001737242128121607,0.0012698412698412698,0.0009886714727085479,0.0008517034068136273,0.0007156862745098039,0.0006095238095238095
Samoa,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,0.0005263157894736842,0.0005172413793103448,0.0005042016806722689,0.0004958677685950413,0.0004838709677419355,0.0004761904761904762,0.00046511627906976747,0.0004580152671755725,0.0004511278195488722,0.0004411764705882353,0.0004316546762589928,0.00042253521126760566,0.00041379310344827585,0.0004054054054054054,0.00039473684210526315,0.0003846153846153846,0.0003773584905660377,0.0003680981595092025,0.0003592814371257485,0.0003508771929824561,0.00034285714285714285,0.000335195530726257
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,
Senegal,4.6296296296296294e-05,4.492939666238768e-05,4.3586550435865506e-05,4.2321644498186214e-05,4.112808460634548e-05,6.857142857142857e-05,6.688963210702341e-05,6.521739130434782e-05,6.369426751592356e-05,0.00010362694300518135,0.00012145748987854252,0.0001386138613861386,0.00014423076923076924,0.00014953271028037384,0.00015454545454545454,0.0001592920353982301,0.00013793103448275863,0.00014285714285714287,0.00014754098360655738,0.00015873015873015873,0.00013953488372093022,0.00012030075187969925
Serbia,3.676470588235294e-05,3.6458333333333336e-05,3.6082474226804125e-05,3.571428571428572e-05,3.5496957403651116e-05,3.5425101214574896e-05,3.5496957403651116e-05,3.578732106339468e-05,3.615702479338843e-05,3.653444676409186e-05,3.688092729188619e-05,3.7194473963868224e-05,3.74331550802139e-05,3.763440860215054e-05,3.779697624190065e-05,1.6286644951140064e-05,1.6357688113413305e-05,1.6411378555798686e-05,6.5934065934065935e-06,6.62251655629139e-06,1.6611295681063124e-05,1.6685205784204673e-05
Seychelles,,,,,,,,,,,,,,,,,,,,,,
