name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Denmark,1.1673151750972763e-05,1.1650485436893204e-05,1.160541586073501e-05,1.1560693641618498e-05,2.3032629558541267e-05,2.294455066921606e-05,2.2857142857142858e-05,1.1363636363636363e-05,1.1320754716981132e-05,1.1278195488721805e-05,1.1235955056179776e-05,1.119402985074627e-05,1.11731843575419e-05,1.1131725417439704e-05,1.1111111111111112e-05,1.107011070110701e-05,1.1029411764705883e-05,1.096892138939671e-05,1.0909090909090909e-05,1.0849909584086799e-05,,
Djibouti,0.00010169491525423729,0.00019769357495881383,0.0001951219512195122,0.0001941747572815534,0.0004823151125401929,0.0004761904761904762,0.0004658385093167702,0.000453857791225416,0.000881057268722467,0.0008571428571428571,0.0008356545961002785,0.0008185538881309686,0.0008042895442359249,0.0007905138339920949,0.0007782101167315176,0.0007662835249042146,0.0007537688442211055,0.0007416563658838071,0.001215066828675577,0.0011947431302270011,,
Dominica,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,4.874651810584958e-05,8.185538881309687e-05,8.032128514056225e-05,0.00014454664914586072,0.00018064516129032257,0.00022813688212927757,0.000273972602739726,0.0003186274509803922,0.00036144578313253013,0.0004033214709371293,0.0004322429906542056,0.0004597701149425287,0.00046432616081540205,0.0004793756967670011,0.0004835164835164835,0.00046536796536796537,0.00041622198505869795,0.0003578947368421053,0.00028008298755186723,0.00022517911975435004,0.00020202020202020202,0.00017
Ecuador,5.882352941176471e-05,5.714285714285714e-05,5.607476635514019e-05,9.09090909090909e-05,0.00010714285714285714,0.00011403508771929824,0.00011965811965811966,0.00012605042016806722,0.00013934426229508196,0.00014516129032258063,0.00015873015873015873,0.00017054263565891473,0.00017557251908396947,0.00018796992481203009,0.0001925925925925926,0.00018978102189781023,0.00018571428571428572,0.00018309859154929577,0.00017361111111111112,0.00015646258503401362,0.00014093959731543624,0.00013157894736842105
Egypt,1.0452961672473867e-06,1.020408163265306e-06,1e-06,9.787928221859706e-07,9.6e-07,9.419152276295133e-07,9.244992295839754e-07,9.063444108761329e-07,8.902077151335311e-07,8.746355685131196e-07,1.7167381974248927e-06,1.6853932584269663e-06,1.652892561983471e-06,4.054054054054054e-06,3.978779840848806e-06,3.90625e-06,3.836317135549872e-06,3.7735849056603773e-06,3.7037037037037037e-06,3.636363636363636e-06,,
El Salvador,2.857142857142857e-05,2.8142589118198874e-05,2.777777777777778e-05,6.398537477148081e-05,6.31768953068592e-05,6.238859180035651e-05,6.17283950617284e-05,6.108202443280977e-05,0.00010380622837370242,0.00010291595197255574,0.00010221465076660988,0.0001015228426395939,0.00010101010101010101,0.00010050251256281407,0.0001,9.950248756218905e-05,5.7755775577557755e-05,5.756578947368421e-05,5.728314238952537e-05,5.7003257328990225e-05,5.681818181818182e-05,5.654281098546042e-05
Equatorial Guinea,0.0001405152224824356,0.00013605442176870748,0.00013186813186813186,0.00012738853503184712,0.00012320328542094456,0.00011881188118811881,0.00011450381679389313,0.00011009174311926606,0.00010582010582010582,0.00020338983050847457,0.00019543973941368078,0.00046875,0.00045045045045045046,0.0004316546762589928,0.00041379310344827585,0.0007926023778071334,0.0007575757575757576,0.0007237635705669482,0.0006912442396313364,0.0006600660066006601,,
Eritrea,3.8585209003215434e-05,3.8338658146964856e-05,9.615384615384615e-05,9.67741935483871e-05,0.0001941747572815534,0.0001941747572815534,0.0001923076923076923,0.00031645569620253165,0.00037267080745341616,0.00042424242424242425,0.00047197640117994103,0.0005142857142857143,0.000554016620498615,0.0005614973262032085,0.0005699481865284974,0.0005541561712846348,0.0004914004914004914,0.0004337349397590361,0.00040189125295508275,0.00039443155452436197,,
Estonia,3.821656050955414e-05,3.870967741935484e-05,3.9473684210526316e-05,4.026845637583893e-05,4.1095890410958905e-05,4.195804195804196e-05,4.225352112676056e-05,4.2553191489361704e-05,4.2553191489361704e-05,4.2857142857142856e-05,4.2857142857142856e-05,8.633093525179857e-05,8.695652173913044e-05,0.00021897810218978101,0.00022058823529411765,0.00022058823529411765,0.00022222222222222223,0.00022388059701492538,0.00022388059701492538,0.00022388059701492538,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,
Fiji,8.23045267489712e-05,8.163265306122449e-05,8.053691275167786e-05,7.947019867549669e-05,7.83289817232376e-05,7.741935483870968e-05,7.653061224489796e-05,7.566204287515763e-05,7.5e-05,7.444168734491315e-05,7.398273736128237e-05,7.371007371007371e-05,7.352941176470588e-05,7.343941248470012e-05,7.334963325183375e-05,7.299270072992701e-05,7.255139056831923e-05,7.18562874251497e-05,7.117437722419929e-05,7.042253521126761e-05,6.976744186046511e-05,6.920415224913495e-05
Finland,1.2e-05,1.1952191235059762e-05,1.1904761904761905e-05,1.1834319526627219e-05,1.1764705882352942e-05,1.171875e-05,1.1673151750972763e-05,1.1650485436893204e-05,1.1627906976744185e-05,1.1583011583011582e-05,1.1560693641618498e-05,1.1538461538461538e-05,1.1516314779270633e-05,1.147227533460803e-05,1.1450381679389312e-05,1.1406844106463879e-05,1.1363636363636363e-05,1.1320754716981132e-05,1.1278195488721805e-05,1.1235955056179776e-05,,
France,0.00014210526315789474,0.00014335664335664335,0.0001408695652173913,0.0001369150779896014,0.00013275862068965518,0.0001288659793814433,9.572649572649573e-05,4.591836734693877e-05,2.88135593220339e-05,2.866779089376054e-05,3.0201342281879195e-05,3.005008347245409e-05,2.990033222591362e-05,2.9702970297029702e-05,2.955665024630542e-05,2.4509803921568626e-05,1.948051948051948e-05,1.935483870967742e-05,1.926163723916533e-05,2.073365231259968e-05,2.0634920634920636e-05,2.0537124802527647e-05
Gabon,0.00012605042016806722,0.0001226993865030675,0.0003,0.0002912621359223301,0.0002830188679245283,0.0005504587155963303,0.0005405405405405405,0.0008771929824561404,0.0011111111111111111,0.00125,0.0014634146341463415,0.0015873015873015873,0.0017829457364341085,0.0018796992481203006,0.001838235294117647,0.001642857142857143,0.0015972222222222223,0.0016778523489932886,0.0016233766233766235,0.0015094339622641509,,
Gambia,6.543075245365322e-05,6.322444678609062e-05,6.122448979591836e-05,5.9405940594059404e-05,5.769230769230769e-05,5.607476635514019e-05,5.4545454545454546e-05,5.3097345132743365e-05,0.00010344827586206896,0.0001,9.75609756097561e-05,0.00023622047244094488,0.00022900763358778625,0.00022222222222222223,0.00021428571428571427,0.00020833333333333335,0.00020134228187919463,0.0003896103896103896,0.0003773584905660377,0.00036585365853658537,,
Georgia,1.1090573012939002e-05,1.11731843575419e-05,1.1320754716981132e-05,1.1538461538461538e-05,1.1741682974559687e-05,1.1952191235059762e-05,1.2121212121212122e-05,1.2295081967213114e-05,1.2422360248447205e-05,1.2578616352201259e-05,1.2711864406779661e-05,1.284796573875803e-05,1.2987012987012988e-05,1.3100436681222708e-05,1.324503311258278e-05,1.3363028953229399e-05,1.3513513513513513e-05,1.366742596810934e-05,1.3824884792626728e-05,1.3986013986013986e-05,3.546099290780142e-05,3.597122302158273e-05
Germany,3.1605562579013905e-05,3.517587939698493e-05,3.75e-05,3.8509316770186335e-05,4.079110012360939e-05,4.064039408866995e-05,3.071253071253071e-05,2.085889570552147e-05,1.4723926380368098e-05,7.361963190184049e-06,7.361963190184049e-06,7.361963190184049e-06,7.3529411764705884e-06,7.3439412484700125e-06,7.3439412484700125e-06,7.3439412484700125e-06,7.361963190184049e-06,7.380073800738008e-06,7.398273736128237e-06,7.4074074074074075e-06,,
Ghana,4.1095890410958905e-05,4e-05,9.032258064516129e-05,0.00012578616352201257,0.00018404907975460124,0.0002619047619047619,0.0003604651162790698,0.0004659090909090909,0.0005555555555555556,0.0006486486486486486,0.0007936507936507937,0.0008247422680412372,0.0009045226130653266,0.0009313725490196079,0.0009523809523809524,0.0009302325581395349,0.0009049773755656109,0.000881057268722467,0.0008154506437768241,0.0007531380753138076,,
Greece,1.4705882352941177e-05,3.3980582524271844e-05,3.3333333333333335e-05,3.30188679245283e-05,3.2710280373831774e-05,3.240740740740741e-05,3.211009174311927e-05,1.3636363636363637e-05,1.3636363636363637e-05,1.3513513513513513e-05,1.3513513513513513e-05,1.3392857142857142e-05,3.125e-05,3.125e-05,3.097345132743363e-05,3.097345132743363e-05,3.097345132743363e-05,3.0701754385964913e-05,3.0701754385964913e-05,3.0701754385964913e-05,1.3157894736842106e-05,1.3157894736842106e-05
Grenada,,,,,,,,,,,,,,,,,,,,,,
Guatemala,3.779697624190065e-05,3.691983122362869e-05,3.6045314109165806e-05,3.5211267605633805e-05,5.882352941176471e-05,5.769230769230769e-05,5.660377358490566e-05,5.504587155963303e-05,9.909909909909909e-05,0.00011403508771929824,0.0001282051282051282,0.00014285714285714287,0.00015573770491803278,0.00016,0.000125,0.00013740458015267177,0.00015671641791044775,0.00014598540145985403,0.00012857142857142858,0.00011888111888111889,0.00014383561643835615,0.00016778523489932885
Guinea,0.00018211920529801324,0.0002511773940345369,0.0003106508875739645,0.00037709497206703913,0.0004376657824933687,0.0004955527318932655,0.0005535055350553505,0.0005995203836930455,0.0006352941176470589,0.0006705202312138728,0.0006923950056753689,0.0007023411371237458,0.0007111597374179431,0.0007089151450053705,0.0007060063224446786,0.0006611570247933885,0.000597165991902834,0.0005148514851485149,0.0004854368932038835,0.00044339622641509434,,
Guinea-Bissau,5.9405940594059404e-05,5.769230769230769e-05,5.660377358490566e-05,0.00011009174311926606,0.00010810810810810811,0.0002631578947368421,0.0002586206896551724,0.0002542372881355932,0.00025,0.0004918032786885246,0.0004838709677419355,0.00047244094488188977,0.00046511627906976747,0.00045454545454545455,0.0008148148148148148,0.0008695652173913044,0.0009219858156028368,0.000896551724137931,0.0008108108108108108,0.0007894736842105263,,
Guyana,0.0002018842530282638,0.00020161290322580645,0.00020053475935828877,0.00019920318725099602,0.0004617414248021108,0.00045992115637319317,0.00045931758530183726,0.00045992115637319317,0.0004617414248021108,0.0007947019867549669,0.0007968127490039841,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007978723404255319,0.0007989347536617843,0.00046666666666666666,0.0004679144385026738,0.00046916890080428956,0.00046916890080428956,0.0004685408299866131,0.00046728971962616824
Haiti,0.0005492957746478873,0.0006906077348066298,0.0008254397834912043,0.0009694555112881807,0.0010821382007822685,0.0011892583120204604,0.0012547051442910915,0.0013563501849568433,0.0013317191283292978,0.0013095238095238095,0.0014035087719298245,0.001380897583429229,0.0013590033975084937,0.0012249443207126948,0.001206140350877193,0.0011879049676025918,0.0010626992561105207,0.0009100418410041842,0.0007826982492276004,0.0006700507614213198,0.00059,0.0005742574257425742
Holy See,,,,,,,,,,,,,,,,,,,,,,
